case_id,point,clause,article,type,note
10,a,2,106,"tố tụng hình sự ",
10,,1,69,"thi hành án hình sự ",
10,d,3,106,"tố tụng hình sự ",
11,a,3,244,"hình sự ",
11,s,1,51,"hình sự ",
11,t,1,51,"hình sự ",
11,,2,51,"hình sự ",
11,,,54,"hình sự ",
11,,4,244,"hình sự ",
12,a,1,244,"hình sự ",
12,s,1,51,"hình sự ",
12,,2,51,"hình sự ",
12,,2,106,"tố tụng hình sự ",
12,,1,47,"hình sự ",
12,,3,106,"tố tụng hình sự ",
12,,4,244,"hình sự ",
12,,2,136,"tố tụng hình sự ",
12,,,52,"hình sự ",
13,a,1,244,"hình sự ",
13,s,1,51,"hình sự ",
13,,2,51,"hình sự ",
13,,,65,"hình sự ",
13,a,1,47,"hình sự ",
13,a,2,106,"tố tụng hình sự ",
13,,1,69,"thi hành án hình sự ",
13,,2,136,"tố tụng hình sự ",
13,,,23,,luật phí và lệ phí 2015
13,,,106,"tố tụng hình sự ",
13,,,47,"hình sự ",
14,h,1,51,"hình sự ",
14,s,1,51,"hình sự ",
14,,2,51,"hình sự ",
14,,1,244,"hình sự ",
14,,,65,"hình sự ",
14,,,69,"thi hành án hình sự ",
14,,,46,"hình sự ",
14,,,47,"hình sự ",
14,,,135,"tố tụng hình sự ",
14,,,106,"tố tụng hình sự ",
14,,,136,"tố tụng hình sự ",
14,,,331,"tố tụng hình sự ",
14,,,333,"tố tụng hình sự ",
15,d,1,244,"hình sự ",
15,a,1,244,"hình sự ",
15,s,1,51,"hình sự ",
15,,2,51,"hình sự ",
15,,1,69,"thi hành án hình sự ",
15,,1,244,"hình sự ",
15,,2,136,"tố tụng hình sự ",
15,,,65,"hình sự ",
15,,,47,"hình sự ",
15,,,106,"tố tụng hình sự ",
15,,,2,,thi hành án dân sự
15,,,6,,thi hành án dân sự
15,,,7,,thi hành án dân sự
15,,,7a,,thi hành án dân sự
15,,,9,,thi hành án dân sự
15,,,30,,thi hành án dân sự
17,a,3,244,"hình sự ",
17,s,1,51,"hình sự ",
17,,2,51,"hình sự ",
17,t,1,51,"hình sự ",
17,,3,244,"hình sự ",
17,,4,244,"hình sự ",
17,,2,136,"tố tụng hình sự ",
17,,,38,"hình sự ",
17,,,54,"hình sự ",
17,,,106,"tố tụng hình sự ",
18,h,1,51,"hình sự ",
18,s,1,51,"hình sự ",
18,,2,51,"hình sự ",
18,,1,244,"hình sự ",
18,,2,106,"tố tụng hình sự ",
18,,3,106,"tố tụng hình sự ",
18,,,65,"hình sự ",
18,,1,69,"thi hành án hình sự ",
18,,,135,"tố tụng hình sự ",
18,,,136,"tố tụng hình sự ",
19,a,1,244,"hình sự ",
19,s,1,51,"hình sự ",
19,h,1,52,"hình sự ",
19,a,1,47,"hình sự ",
19,a,2,106,"tố tụng hình sự ",
19,,3,106,"tố tụng hình sự ",
19,,1,53,"hình sự ",
19,,,38,"hình sự ",
19,,,136,"tố tụng hình sự ",
19,,,244,"hình sự ",
19,,,2,,thi hành án dân sự
19,,,6,,thi hành án dân sự
19,,,7,,thi hành án dân sự
19,,,9,,thi hành án dân sự
19,,,30,,thi hành án dân sự
21,b,1,244,"hình sự ",
21,r,1,51,"hình sự ",
21,s,1,51,"hình sự ",
21,a,1,47,"hình sự ",
21,a,2,106,"tố tụng hình sự ",
21,a,3,106,"tố tụng hình sự ",
21,,2,136,"tố tụng hình sự ",
21,,,65,"hình sự ",
21,,1,244,"hình sự ",
21,,,2,,thi hành án dân sự
21,,,6,,thi hành án dân sự
21,,,7a,,thi hành án dân sự
21,,,7,,thi hành án dân sự
21,,,7b,,thi hành án dân sự
21,,,9,,thi hành án dân sự
21,,,30,,thi hành án dân sự
22,a,1,244,"hình sự ",
22,s,1,51,"hình sự ",
22,d,3,106,"tố tụng hình sự ",
22,,2,51,"hình sự ",
22,,1,101,"hình sự ",
22,,1,69,thi hành án dân sự,
22,,1,468,,dân sự
22,,2,648,,dân sự
22,,,17,"hình sự ",
22,,,58,"hình sự ",
22,,,35,"hình sự ",
22,,,65,"hình sự ",
22,,,91,"hình sự ",
22,,,101,"hình sự ",
22,,,106,"tố tụng hình sự ",
22,,,47,"hình sự ",
22,,,136,"tố tụng hình sự ",
22,,,357,,dân sự
22,,,7,,thi hành án dân sự
22,,,9,,thi hành án dân sự
22,,,30,,thi hành án dân sự
23,a,1,244,"hình sự ",
23,s,1,51,"hình sự ",
23,,2,51,"hình sự ",
23,,4,244,"hình sự ",
23,,,47,"hình sự ",
23,,,106,"tố tụng hình sự ",
23,,,331,"tố tụng hình sự ",
23,,,332,"tố tụng hình sự ",
23,,,333,"tố tụng hình sự ",
24,a,1,244,"hình sự ",
24,s,1,51,"hình sự ",
24,,4,244,"hình sự ",
24,h,1,51,"hình sự ",
24,,2,51,"hình sự ",
24,,,65,"hình sự ",
24,,,106,"tố tụng hình sự ",
24,,,136,"tố tụng hình sự ",
24,,,331,"tố tụng hình sự ",
24,,,333,"tố tụng hình sự ",
25,a,1,244,"hình sự ",
25,s,1,51,"hình sự ",
25,h,1,51,"hình sự ",
25,,4,244,"hình sự ",
25,,2,51,"hình sự ",
25,,,65,"hình sự ",
25,,,136,"tố tụng hình sự ",
25,,,106,"tố tụng hình sự ",
25,,,331,"tố tụng hình sự ",
25,,,333,"tố tụng hình sự ",
26,a,2,244,"hình sự ",
26,,2,51,"hình sự ",
26,s,1,51,"hình sự ",
26,,1,54,"hình sự ",
26,,2,135,"tố tụng hình sự ",
26,,2,136,"tố tụng hình sự ",
26,,,54,"hình sự ",
26,,,2,,thi hành án dân sự
26,,,106,"tố tụng hình sự ",
26,,,6,,thi hành án dân sự
26,,,7,,thi hành án dân sự
26,,,9,,thi hành án dân sự
26,,,30,,thi hành án dân sự
26,,,331,"tố tụng hình sự ",
26,,,333,"tố tụng hình sự ",
27,a,3,244,"hình sự ",90/2019/HS-ST
27,h,1,51,"hình sự ",90/2019/HS-ST
27,s,1,51,"hình sự ",90/2019/HS-ST
27,,2,51,"hình sự ",90/2019/HS-ST
27,a,1,355,"tố tụng hình sự ",90/2019/HS-ST
27,a,1,244,"hình sự ",90/2019/HS-ST
27,,1,54,"hình sự ",90/2019/HS-ST
27,,,38,"hình sự ",90/2019/HS-ST
27,,,356,"tố tụng hình sự ",90/2019/HS-ST
27,,,332,"tố tụng hình sự ",90/2019/HS-ST
27,,,331,"tố tụng hình sự ",90/2019/HS-ST
27,,,333,"tố tụng hình sự ",90/2019/HS-ST
27,,,135,"tố tụng hình sự ",90/2019/HS-ST
27,,,136,"tố tụng hình sự ",90/2019/HS-ST
28,h,1,51,"hình sự ",
28,s,1,51,"hình sự ",
28,,2,51,"hình sự ",
28,,1,244,"hình sự ",
28,,2,106,"tố tụng hình sự ",
28,,,65,"hình sự ",
28,,2,136,"tố tụng hình sự ",
28,,,52,"hình sự ",
28,,,47,"hình sự ",
28,,,135,"tố tụng hình sự ",
28,,,331,"tố tụng hình sự ",
28,,,333,"tố tụng hình sự ",
29,b,1,244,"hình sự ",
29,s,1,51,"hình sự ",
29,,2,51,"hình sự ",
29,c,3,106,"tố tụng hình sự ",
29,c,2,106,"tố tụng hình sự ",
29,a,3,106,"tố tụng hình sự ",
29,a,2,106,"tố tụng hình sự ",
29,,1,65,"hình sự ",
29,,5,65,"hình sự ",
29,,4,244,"hình sự ",
29,,2,65,"hình sự ",
29,,,136,"tố tụng hình sự ",
30,b,1,244,"hình sự ",
30,s,1,51,"hình sự ",
30,i,1,51,"hình sự ",
30,m,1,51,"hình sự ",
30,,2,51,"hình sự ",
30,,1,65,"hình sự ",
30,,2,65,"hình sự ",
30,,2,136,"tố tụng hình sự ",
30,,1,54,"hình sự ",
30,,1,69,"thi hành án hình sự ",
30,,,38,"hình sự ",
30,,,36,"hình sự ",
31,b,1,244,"hình sự ",
31,m,1,51,"hình sự ",
31,s,1,51,"hình sự ",
31,a,1,47,"hình sự ",
31,a,2,106,"tố tụng hình sự ",
31,,2,51,"hình sự ",
31,,,65,"hình sự ",
31,,,136,"tố tụng hình sự ",
31,,,331,"tố tụng hình sự ",
31,,,333,"tố tụng hình sự ",
32,b,1,244,"hình sự ",
32,s,1,51,"hình sự ",
32,i,1,51,"hình sự ",
32,,2,51,"hình sự ",
32,,,38,"hình sự ",
32,,,47,"hình sự ",
32,,,106,"tố tụng hình sự ",
32,,,234,"hình sự ",
32,,,136,"tố tụng hình sự ",
32,,,244,"hình sự ",
33,b,1,244,"hình sự ",
33,s,1,51,"hình sự ",
33,,2,51,"hình sự ",
33,a,1,47,"hình sự ",
33,,2,47,"hình sự ",
33,a,2,106,"tố tụng hình sự ",
33,,2,136,"tố tụng hình sự ",
33,,,38,"hình sự ",
33,,,50,"hình sự ",
33,,,65,"hình sự ",
33,,,331,"tố tụng hình sự ",
33,,,333,"tố tụng hình sự ",
33,,,69,"thi hành án hình sự ",
33,,,47,"hình sự ",
33,,,106,"tố tụng hình sự ",
34,c,1,244,"hình sự ",
34,s,1,51,"hình sự ",
34,i,1,51,"hình sự ",
34,,2,51,"hình sự ",
34,,4,244,"hình sự ",
34,,,244,"hình sự ",
34,,,65,"hình sự ",
34,,,47,"hình sự ",
34,,,136,"tố tụng hình sự ",
34,,,331,"tố tụng hình sự ",
34,,,337,"tố tụng hình sự ",
34,,,333,"tố tụng hình sự ",
35,a,1,244,"hình sự ",
35,s,1,51,"hình sự ",
35,n,1,51,"hình sự ",
35,,4,244,"hình sự ",
35,,,106,"tố tụng hình sự ",
35,,,136,"tố tụng hình sự ",
35,,,331,"tố tụng hình sự ",
35,,,333,"tố tụng hình sự ",
35,,,337,"tố tụng hình sự ",
37,a,1,244,"hình sự ",
37,s,1,51,"hình sự ",
37,,2,51,"hình sự ",
37,,4,244,"hình sự ",
37,,1,69,"thi hành án hình sự ",
37,,2,136,"tố tụng hình sự ",
37,,,65,"hình sự ",
37,,,38,"hình sự ",
38,c,2,244,"hình sự ",139/2018/HS-ST
38,s,1,51,"hình sự ",139/2018/HS-ST
38,t,1,51,"hình sự ",139/2018/HS-ST
38,v,1,51,"hình sự ",139/2018/HS-ST
38,a,1,355,"tố tụng hình sự ",139/2018/HS-ST
38,b,1,355,"tố tụng hình sự ",139/2018/HS-ST
38,e,1,357,"tố tụng hình sự ",139/2018/HS-ST
38,,,54,"hình sự ",139/2018/HS-ST
38,,1,69,"thi hành án hình sự ",139/2018/HS-ST
38,,,65,"hình sự ",139/2018/HS-ST
38,,,357,"tố tụng hình sự ",139/2018/HS-ST
38,,,44,"tố tụng hình sự ",139/2018/HS-ST
38,,,260,"tố tụng hình sự ",139/2018/HS-ST
38,,,261,"tố tụng hình sự ",139/2018/HS-ST
39,d,3,244,"hình sự ",32/2019/HS-ST
39,s,1,51,"hình sự ",32/2019/HS-ST
39,t,1,51,"hình sự ",32/2019/HS-ST
39,,2,51,"hình sự ",32/2019/HS-ST
39,a,1,355,"tố tụng hình sự ",32/2019/HS-ST
39,c,1,355,"tố tụng hình sự ",32/2019/HS-ST
39,a,1,358,"tố tụng hình sự ",32/2019/HS-ST
39,b,1,358,"tố tụng hình sự ",32/2019/HS-ST
39,c,1,358,"tố tụng hình sự ",32/2019/HS-ST
39,,1,54,"hình sự ",32/2019/HS-ST
39,,,17,"hình sự ",32/2019/HS-ST
39,,,58,"hình sự ",32/2019/HS-ST
39,,,356,"tố tụng hình sự ",32/2019/HS-ST
40,a,1,244,"hình sự ",11/2019/HS-ST
40,s,1,51,"hình sự ",11/2019/HS-ST
40,,2,51,"hình sự ",11/2019/HS-ST
40,x,1,51,"hình sự ",11/2019/HS-ST
40,a,1,355,"tố tụng hình sự ",11/2019/HS-ST
40,b,1,355,"tố tụng hình sự ",11/2019/HS-ST
40,a,2,357,"tố tụng hình sự ",11/2019/HS-ST
40,d,2,357,"tố tụng hình sự ",11/2019/HS-ST
40,,1,69,"thi hành án hình sự ",11/2019/HS-ST
40,,1,244,"hình sự ",11/2019/HS-ST
40,,,54,"hình sự ",11/2019/HS-ST
40,,,65,"hình sự ",11/2019/HS-ST
40,,,136,"tố tụng hình sự ",11/2019/HS-ST
41,b,1,244,"hình sự ",22/2019/HS-ST
41,s,1,51,"hình sự ",22/2019/HS-ST
41,b,1,355,"tố tụng hình sự ",22/2019/HS-ST
41,,2,51,"hình sự ",22/2019/HS-ST
41,,,38,"hình sự ",22/2019/HS-ST
41,,,65,"hình sự ",22/2019/HS-ST
41,,,62,"thi hành án hình sự ",22/2019/HS-ST
42,a,1,244,"hình sự ",
42,b,1,244,"hình sự ",
42,s,1,51,"hình sự ",
42,,1,69,"thi hành án hình sự ",
42,,2,136,"tố tụng hình sự ",
42,,,65,"hình sự ",
43,a,1,244,"hình sự ",
43,h,1,51,"hình sự ",
43,s,1,51,"hình sự ",
43,,2,51,"hình sự ",
43,,,65,"hình sự ",
43,,,47,"hình sự ",
43,,,106,"tố tụng hình sự ",
43,,,136,"tố tụng hình sự ",
43,,1,69,"thi hành án hình sự ",
43,,,331,"tố tụng hình sự ",
43,,,333,"tố tụng hình sự ",
45,b,1,244,"hình sự ",
45,s,1,51,"hình sự ",
45,t,1,51,"hình sự ",
45,,1,51,"hình sự ",
45,,,65,"hình sự ",
45,,,69,"thi hành án hình sự ",
45,,,47,"hình sự ",
45,,,106,"tố tụng hình sự ",
45,,,136,"tố tụng hình sự ",
45,,,2,,thi hành án dân sự
45,,,6,,thi hành án dân sự
45,,,7,,thi hành án dân sự
45,,,9,,thi hành án dân sự
45,,,30,,thi hành án dân sự
45,,,331,"tố tụng hình sự ",
45,,,333,"tố tụng hình sự ",
45,,,337,"tố tụng hình sự ",
45,,,260,"tố tụng hình sự ",
46,a,1,244,"hình sự ",
46,h,1,51,"hình sự ",
46,,2,51,"hình sự ",
46,s,1,51,"hình sự ",
46,,4,7,,Luật đa dạng sinh học
46,,4,244,"hình sự ",
46,,,65,"hình sự ",
46,,,36,"hình sự ",
46,,,47,"hình sự ",
46,,,106,"tố tụng hình sự ",
47,b,1,244,"hình sự ",
47,s,1,51,"hình sự ",
47,h,1,51,"hình sự ",
47,,2,51,"hình sự ",
47,c,1,47,"hình sự ",
47,,2,47,"hình sự ",
47,a,2,106,"tố tụng hình sự ",
47,c,2,106,"tố tụng hình sự ",
47,,1,244,"hình sự ",
47,,4,244,"hình sự ",
47,,1,69,"thi hành án hình sự ",
47,,1,106,"tố tụng hình sự ",
47,,1,47,"hình sự ",
47,,2,47,"hình sự ",
47,,,65,"hình sự ",
47,,,106,"tố tụng hình sự ",
47,,,244,"hình sự ",
47,,,136,"tố tụng hình sự ",
48,a,1,244,"hình sự ",
48,s,1,51,"hình sự ",
48,,2,51,"hình sự ",
48,,4,244,"hình sự ",
48,,,65,"hình sự ",
48,,,47,"hình sự ",
48,,,106,"tố tụng hình sự ",
48,,,136,"tố tụng hình sự ",
48,,,331,"tố tụng hình sự ",
48,,,92,"thi hành án hình sự ",
48,,,333,"tố tụng hình sự ",
49,a,1,244,"hình sự ",
49,s,1,51,"hình sự ",
49,h,1,52,"hình sự ",
49,d,3,106,"tố tụng hình sự ",
49,,4,56,"hình sự ",
49,,3,66,"hình sự ",
49,,4,66,"hình sự ",
49,,,38,"hình sự ",
49,,,66,"hình sự ",
49,,,47,"hình sự ",
49,,,106,"tố tụng hình sự ",
49,,,56,"hình sự ",
49,,,45,"tố tụng hình sự ",
49,,,66,"hình sự ",
49,,,46,"tố tụng hình sự ",
49,,,136,"tố tụng hình sự ",
49,,,260,"tố tụng hình sự ",
49,,,268,"tố tụng hình sự ",
49,,,269,"tố tụng hình sự ",
49,,,299,"tố tụng hình sự ",
49,,,326,"tố tụng hình sự ",
49,,,327,"tố tụng hình sự ",
49,,,329,"tố tụng hình sự ",
49,,,331,"tố tụng hình sự ",
49,,,333,"tố tụng hình sự ",
50,d,1,244,"hình sự ",
50,s,1,51,"hình sự ",
50,t,1,51,"hình sự ",
50,,2,51,"hình sự ",
50,,,65,"hình sự ",
50,,,136,"tố tụng hình sự ",
50,,,333,"tố tụng hình sự ",
50,,,331,"tố tụng hình sự ",
50,,,337,"tố tụng hình sự ",
51,a,1,244,"hình sự ",
51,s,1,51,"hình sự ",
51,u,1,51,"hình sự ",
51,,2,51,"hình sự ",
51,h,1,52,"hình sự ",
51,a,1,47,"hình sự ",
51,a,2,106,"tố tụng hình sự ",
51,,1,47,"hình sự ",
51,,2,106,"tố tụng hình sự ",
51,,4,66,"hình sự ",
51,,2,56,"hình sự ",
51,,,38,"hình sự ",
51,,,65,"hình sự ",
51,,,52,"hình sự ",
51,,,69,"thi hành án hình sự ",
51,,,46,"hình sự ",
51,,,47,"hình sự ",
51,,,106,"tố tụng hình sự ",
51,,,136,"tố tụng hình sự ",
51,,,331,"tố tụng hình sự ",
51,,,333,"tố tụng hình sự ",
52,a,2,244,"hình sự ",
52,s,1,51,"hình sự ",
52,t,1,51,"hình sự ",
52,,2,51,"hình sự ",
52,a,1,47,"hình sự ",
52,b,1,47,"hình sự ",
52,a,2,106,"tố tụng hình sự ",
52,c,2,106,"tố tụng hình sự ",
52,b,2,106,"tố tụng hình sự ",
52,,1,54,"hình sự ",
52,,1,51,"hình sự ",
52,,2,136,"tố tụng hình sự ",
52,,,65,"hình sự ",
52,,,58,"hình sự ",
52,,,244,"hình sự ",
52,,,92,"thi hành án hình sự ",
53,b,1,244,"hình sự ",
53,s,1,51,"hình sự ",
53,t,1,51,"hình sự ",
53,a,1,47,"hình sự ",
53,a,2,106,"tố tụng hình sự ",
53,,2,47,"hình sự ",
53,,1,65,"hình sự ",
53,,1,69,"thi hành án hình sự ",
53,,,65,"hình sự ",
54,b,1,244,"hình sự ",
54,s,1,51,"hình sự ",
54,t,1,51,"hình sự ",
54,,2,51,"hình sự ",
54,a,1,47,"hình sự ",
54,,2,47,"hình sự ",
54,a,2,106,"tố tụng hình sự ",
54,,3,106,"tố tụng hình sự ",
54,,1,244,"hình sự ",
54,,2,136,"tố tụng hình sự ",
54,,,65,"hình sự ",
54,,,38,"hình sự ",
54,,,50,"hình sự ",
54,,,331,"tố tụng hình sự ",
54,,,333,"tố tụng hình sự ",
54,,,92,"thi hành án hình sự ",
55,a,1,244,"hình sự ",
55,s,1,51,"hình sự ",
55,,2,51,"hình sự ",
55,a,2,29,"hình sự ",
55,d,2,106,"tố tụng hình sự ",
55,,,65,"hình sự ",
56,a,3,244,"hình sự ",
56,s,1,51,"hình sự ",
56,m,1,51,"hình sự ",
56,t,1,51,"hình sự ",
56,,2,51,"hình sự ",
56,,2,268,"tố tụng hình sự ",
56,,2,290,"tố tụng hình sự ",
56,,2,135,"tố tụng hình sự ",
56,,2,136,"tố tụng hình sự ",
56,,,17,"hình sự ",
56,,,54,"hình sự ",
56,,,37,"hình sự ",
56,,,47,"hình sự ",
56,,,106,"tố tụng hình sự ",
56,,,293,"tố tụng hình sự ",
56,,,48,"hình sự ",
57,b,1,244,"hình sự ",
57,s,1,51,"hình sự ",
57,,2,51,"hình sự ",
57,a,1,47,"hình sự ",
57,c,1,47,"hình sự ",
57,a,3,106,"tố tụng hình sự ",
57,c,3,106,"tố tụng hình sự ",
57,a,2,106,"tố tụng hình sự ",
57,c,2,106,"tố tụng hình sự ",
57,,4,244,"hình sự ",
57,,1,106,"tố tụng hình sự ",
57,,1,244,"hình sự ",
57,,1,65,"hình sự ",
57,,2,65,"hình sự ",
57,,5,65,"hình sự ",
57,,3,92,"thi hành án hình sự ",
57,,2,136,"tố tụng hình sự ",
57,,,65,"hình sự ",
57,,,68,"thi hành án hình sự ",
58,b,1,244,"hình sự ",
58,s,1,51,"hình sự ",
58,,2,51,"hình sự ",
58,a,2,106,"tố tụng hình sự ",
58,b,2,106,"tố tụng hình sự ",
58,,1,47,"hình sự ",
58,,,65,"hình sự ",
58,,,136,"tố tụng hình sự ",
58,,,244,"hình sự ",
58,,,2,,thi hành án dân sự
58,,,6,,thi hành án dân sự
58,,,7,,thi hành án dân sự
58,,,9,,thi hành án dân sự
58,,,30,,thi hành án dân sự
59,b,1,244,"hình sự ",
59,s,1,51,"hình sự ",
59,,2,51,"hình sự ",
59,,4,244,"hình sự ",
59,,2,136,"tố tụng hình sự ",
59,,3,92,"thi hành án hình sự ",
59,,,135,"tố tụng hình sự ",
59,,,65,"hình sự ",
60,a,1,244,"hình sự ",
60,m,1,51,"hình sự ",
60,s,1,51,"hình sự ",
60,,2,51,"hình sự ",
60,t,1,51,"hình sự ",
60,,,65,"hình sự ",
61,b,1,244,"hình sự ",
61,s,1,51,"hình sự ",
61,t,1,51,"hình sự ",
61,a,2,106,"tố tụng hình sự ",
61,,2,51,"hình sự ",
61,c,2,106,"tố tụng hình sự ",
61,a,3,106,"tố tụng hình sự ",
61,d,3,106,"tố tụng hình sự ",
61,,1,65,"hình sự ",
61,,2,65,"hình sự ",
61,,5,65,"hình sự ",
61,,1,51,"hình sự ",
61,,1,47,"hình sự ",
61,,4,244,"hình sự ",
61,,2,136,"tố tụng hình sự ",
61,,,65,"hình sự ",
61,,,136,"tố tụng hình sự ",
62,i,2,244,"hình sự ",
62,s,1,51,"hình sự ",
62,q,1,51,"hình sự ",
62,t,1,51,"hình sự ",
62,,2,51,"hình sự ",
62,,4,244,"hình sự ",
62,,2,136,"tố tụng hình sự ",
62,,1,331,"tố tụng hình sự ",
62,,1,333,"tố tụng hình sự ",
62,,,190,"hình sự ",
62,,,191,"hình sự ",
62,,,234,"hình sự ",
62,,,244,"hình sự ",
62,,,54,"hình sự ",
62,,,38,"hình sự ",
62,,,106,"tố tụng hình sự ",
62,,,50,"hình sự ",
62,,,2,,thi hành án dân sự
62,,,6,,thi hành án dân sự
62,,,7,,thi hành án dân sự
62,,,9,,thi hành án dân sự
62,,,30,,thi hành án dân sự
64,a,2,244,"hình sự ",132/2020/HSST
64,s,1,51,"hình sự ",132/2020/HSST
64,t,1,51,"hình sự ",132/2020/HSST
64,,2,51,"hình sự ",132/2020/HSST
64,b,1,355,"tố tụng hình sự ",132/2020/HSST
64,e,1,357,"tố tụng hình sự ",132/2020/HSST
64,,3,92,"thi hành án hình sự ",132/2020/HSST
64,,,54,"hình sự ",132/2020/HSST
64,,,38,"hình sự ",132/2020/HSST
64,,,65,"hình sự ",132/2020/HSST
64,,,136,"tố tụng hình sự ",132/2020/HSST
65,b,1,244,"hình sự ",
65,h,1,51,"hình sự ",
65,s,1,51,"hình sự ",
65,,2,51,"hình sự ",
65,,4,244,"hình sự ",
65,,,65,"hình sự ",
65,,,47,"hình sự ",
65,,,48,"hình sự ",
65,,,106,"tố tụng hình sự ",
65,,,135,"tố tụng hình sự ",
65,,,136,"tố tụng hình sự ",
65,,,331,"tố tụng hình sự ",
65,,,332,"tố tụng hình sự ",
65,,,333,"tố tụng hình sự ",
65,,,68,"thi hành án hình sự ",
65,,,92,"thi hành án hình sự ",
66,a,2,244,"hình sự ",33/2020/HS-ST
66,,4,244,"hình sự ",33/2020/HS-ST
66,h,1,52,"hình sự ",33/2020/HS-ST
66,b,1,355,"tố tụng hình sự ",33/2020/HS-ST
66,c,1,357,"tố tụng hình sự ",33/2020/HS-ST
66,s,1,51,"hình sự ",33/2020/HS-ST
66,,2,51,"hình sự ",33/2020/HS-ST
